planner,generator,difficulty,instance,name,time_taken,expanded_states,plan_length
seq-opt-bjolp,YYTBB,2,6,level_02_seed_006,4.96,150,27
seq-opt-bjolp,YYTBB,1,15,level_01_seed_015,2.6,121,20
seq-opt-bjolp,YYTBB,2,2,level_02_seed_002,7.18,157,26
seq-opt-bjolp,YYTBB,3,19,level_03_seed_019,3.32,322,30
seq-opt-bjolp,YYTBB,4,14,level_04_seed_014,4.27,392,38
seq-opt-bjolp,QSAT,0,10,level_00_seed_010,3.95,4886,186
seq-opt-bjolp,QSAT,3,0,level_03_seed_000,3.92,31164,258
seq-opt-bjolp,QSAT,4,3,level_04_seed_003,4.01,17536,194
seq-opt-bjolp,QSAT,2,8,level_02_seed_008,4.0,19142,302
seq-opt-bjolp,QSAT,3,5,level_03_seed_005,3.89,9349,270
seq-opt-bjolp,QSAT,2,27,level_02_seed_027,3.53,12330,502
seq-opt-bjolp,QSAT,3,12,level_03_seed_012,3.8,14639,282
seq-opt-bjolp,QSAT,3,27,level_03_seed_027,3.66,37369,526
seq-opt-bjolp,QSAT,2,16,level_02_seed_016,4.01,36736,294
seq-opt-bjolp,QSAT,4,9,level_04_seed_009,3.98,56058,298
seq-opt-bjolp,QSAT,0,19,level_00_seed_019,4.05,12737,458
seq-opt-bjolp,QSAT,1,23,level_01_seed_023,3.9,16636,442
seq-opt-bjolp,QSAT,2,15,level_02_seed_015,3.62,20189,558
seq-opt-bjolp,QSAT,3,28,level_03_seed_028,3.7,5303,158
seq-opt-bjolp,QSAT,1,19,level_01_seed_019,3.96,16924,230
seq-opt-bjolp,QSAT,2,4,level_02_seed_004,3.76,20839,242
seq-opt-bjolp,QSAT,0,8,level_00_seed_008,4.06,16909,398
seq-opt-bjolp,QSAT,3,8,level_03_seed_008,3.66,7616,262
seq-opt-bjolp,QSAT,2,10,level_02_seed_010,4.05,13203,254
seq-opt-bjolp,QSAT,3,7,level_03_seed_007,4.02,1300,142
seq-opt-bjolp,QSAT,0,20,level_00_seed_020,4.22,2349,122
seq-opt-bjolp,QSAT,2,11,level_02_seed_011,3.8,10602,222
seq-opt-bjolp,QSAT,1,16,level_01_seed_016,4.03,4697,138
seq-opt-bjolp,QSAT,4,20,level_04_seed_020,4.35,185001,310
seq-opt-bjolp,QSAT,0,0,level_00_seed_000,4.13,9601,206
seq-opt-bjolp,QSAT,4,19,level_04_seed_019,3.98,215512,1022
seq-opt-bjolp,QSAT,2,1,level_02_seed_001,3.87,9038,438
seq-opt-bjolp,QSAT,3,22,level_03_seed_022,3.56,9090,162
seq-opt-bjolp,QSAT,1,28,level_01_seed_028,4.18,12558,246
seq-opt-bjolp,QSAT,3,23,level_03_seed_023,3.69,39937,326
seq-opt-bjolp,QSAT,1,21,level_01_seed_021,4.12,2487,130
seq-opt-bjolp,QSAT,3,20,level_03_seed_020,3.63,5897,162
seq-opt-bjolp,QSAT,4,18,level_04_seed_018,4.15,250301,394
seq-opt-bjolp,QSAT,4,6,level_04_seed_006,4.14,92179,306
seq-opt-bjolp,QSAT,4,22,level_04_seed_022,4.25,91306,278
seq-opt-bjolp,QSAT,0,2,level_00_seed_002,4.08,9416,234
seq-opt-bjolp,QSAT,0,13,level_00_seed_013,3.99,9538,438
seq-opt-bjolp,QSAT,2,14,level_02_seed_014,3.57,15065,494
seq-opt-bjolp,QSAT,2,22,level_02_seed_022,4.23,11890,210
seq-opt-bjolp,QSAT,2,20,level_02_seed_020,3.77,2993,138
seq-opt-bjolp,QSAT,0,12,level_00_seed_012,4.21,4038,326
seq-opt-bjolp,QSAT,0,27,level_00_seed_027,4.06,8108,362
seq-opt-bjolp,QSAT,4,12,level_04_seed_012,3.68,37881,526
seq-opt-bjolp,QSAT,2,28,level_02_seed_028,3.68,28584,242
seq-opt-bjolp,QSAT,3,15,level_03_seed_015,3.58,14578,286
seq-opt-bjolp,QSAT,1,13,level_01_seed_013,3.88,9535,238
seq-opt-bjolp,QSAT,4,1,level_04_seed_001,3.95,200220,518
seq-opt-bjolp,QSAT,4,29,level_04_seed_029,3.69,67994,330
seq-opt-bjolp,QSAT,3,3,level_03_seed_003,3.66,8487,514
seq-opt-bjolp,QSAT,4,24,level_04_seed_024,4.22,133852,298
seq-opt-bjolp,QSAT,1,10,level_01_seed_010,3.69,7465,394
seq-opt-bjolp,QSAT,0,3,level_00_seed_003,3.99,14926,646
seq-opt-bjolp,QSAT,1,9,level_01_seed_009,4.24,2236,130
seq-opt-bjolp,QSAT,2,25,level_02_seed_025,3.78,24426,282
seq-opt-bjolp,QSAT,4,13,level_04_seed_013,3.73,17105,190
seq-opt-bjolp,QSAT,1,25,level_01_seed_025,4.14,9520,198
seq-opt-bjolp,QSAT,3,9,level_03_seed_009,3.69,14948,546
seq-opt-bjolp,QSAT,0,22,level_00_seed_022,4.38,2526,122
seq-opt-bjolp,QSAT,2,26,level_02_seed_026,3.62,12081,458
seq-opt-bjolp,QSAT,0,7,level_00_seed_007,4.09,4713,390
seq-opt-bjolp,QSAT,0,4,level_00_seed_004,4.6,1537,118
seq-opt-bjolp,QSAT,0,26,level_00_seed_026,4.52,3280,306
seq-opt-bjolp,QSAT,1,4,level_01_seed_004,4.03,4472,134
seq-opt-bjolp,QSAT,1,14,level_01_seed_014,4.07,18634,262
seq-opt-bjolp,QSAT,3,13,level_03_seed_013,3.81,14047,266
seq-opt-bjolp,QSAT,4,7,level_04_seed_007,4.29,139679,306
seq-opt-bjolp,QSAT,1,24,level_01_seed_024,3.84,28291,270
seq-opt-bjolp,QSAT,1,5,level_01_seed_005,4.24,4792,206
